# ----------------------------------------
# Engagement
# Account: AccidentalRebel
# Property: Accidental Rebel - GA4
# ----------------------------------------
#  
# Start date: 20250228
# End date: 20260221
Nth day,Active users
0098,16.75
0099,8.666666666666666
0100,32.666666666666664
0101,22.6
0102,34.666666666666664
0103,3.5
0104,0
0105,33
0106,22.875
0107,3.3333333333333335
0108,28.636363636363637
0109,0
0110,0.6
0111,15.375
0112,0
0113,0
0114,0
0115,18.166666666666668
0116,3.25
0117,13
0118,8.666666666666666
0119,0
0120,25
0121,17.666666666666668
0122,15.933333333333334
0123,8
0124,0
0125,3.8
0126,21.77777777777778
0127,6.125
0128,2.185185185185185
0129,1
0130,0
0131,23
0132,18.333333333333332
0133,0
0134,4.333333333333333
0135,14.333333333333334
0136,10
0137,5
0138,4
0139,62.714285714285715
0140,6
0141,14.5
0142,49.5
0143,3
0144,81
0145,63.8
0146,0.8
0147,2.272727272727273
0148,17
0149,13.5
0150,27.5
0151,8.666666666666666
0152,9.2
0153,0
0154,4.5
0155,7.25
0156,39.333333333333336
0157,44.285714285714285
0158,0.6666666666666666
0159,10.125
0160,9.285714285714286
0161,2.46875
0162,0
0163,0
0164,8
0165,238.43076923076924
0166,233.2340425531915
0167,0
0168,0
0169,0
0170,0
0171,0
0172,0
0173,0
0174,11
0175,3
0176,23
0177,21.75
0178,11
0179,5.8
0180,6.8
0181,0
0182,0
0183,29.714285714285715
0184,8.25
0185,7
0186,0.5
0187,76.6
0188,5.333333333333333
0189,242
0190,32.333333333333336
0191,0
0192,23.444444444444443
0193,29.5
0194,3.4
0195,12
0196,24.5
0197,32
0198,38
0199,4.5
0200,1.3333333333333333
0201,11
0202,5.285714285714286
0203,0
0204,22.142857142857142
0205,1
0206,8
0207,3
0208,21.285714285714285
0209,10.666666666666666
0210,10
0211,1.6666666666666667
0212,2
0213,11.125
0214,1.6666666666666667
0215,17.6
0216,0
0217,0
0218,52.375
0219,7.6
0220,38
0221,0.6666666666666666
0222,10.5
0223,7.125
0224,9.222222222222221
0225,7.571428571428571
0226,8.333333333333334
0227,56.285714285714285
0228,3.875
0229,1
0230,0.25
0231,10.521739130434783
0232,62
0233,9.166666666666666
0234,3.090909090909091
0235,3.888888888888889
0236,0.4
0237,36
0238,31.272727272727273
0239,4.7
0240,39
0241,0.2
0242,4.444444444444445
0243,0.3157894736842105
0244,1.6
0245,40.333333333333336
0246,1.4761904761904763
0247,2.3513513513513513
0248,1
0249,1.4516129032258065
0250,4.761904761904762
0251,6.884615384615385
0252,1.2083333333333333
0253,1.125
0254,0.125
0255,9.8
0256,3.8333333333333335
0257,5.615384615384615
0258,2.0625
0259,1.8235294117647058
0260,0.7777777777777778
0261,0.4
0262,75
0263,15.428571428571429
0264,0.7142857142857143
0265,6.714285714285714
0266,0.35294117647058826
0267,0.7647058823529411
0268,2.16
0269,0
0270,5
0271,0.6666666666666666
0272,4.875
0273,1.1724137931034482
0274,1.25
0275,48.1
0276,2.2142857142857144
0277,6.35
0278,7.529411764705882
0279,21.071428571428573
0280,1.1764705882352942
0281,0.1
0282,3.076923076923077
0283,4.466666666666667
0284,0.2777777777777778
0285,2
0286,7.153846153846154
0287,0.9
0288,0.045454545454545456
0289,1.826086956521739
0290,0.6428571428571429
0291,0.6153846153846154
0292,2.2142857142857144
0293,0.6111111111111112
0294,2.6666666666666665
0295,0.5263157894736842
0296,8.285714285714286
0297,96.45454545454545
0298,0.3333333333333333
0299,1.3333333333333333
0300,1.3076923076923077
0301,2.75
0302,17.904761904761905
0303,6.904761904761905
0304,1.3529411764705883
0305,0.23076923076923078
0306,2.1052631578947367
0307,0.125
0308,0
0309,0.0625
0310,3.533333333333333
0311,1.2941176470588236
0312,0.8125
0313,0.5263157894736842
0314,0.4
0315,2.1538461538461537
0316,6.277777777777778
0317,0
0318,0
0319,8.142857142857142
0320,3.4444444444444446
0321,1.3571428571428572
0322,0.09090909090909091
0323,0.631578947368421
0324,1
0325,0.0625
0326,7.588235294117647
0327,0
0328,0.25
0329,0.23529411764705882
0330,0
0331,6.142857142857143
0332,0.3275862068965517
0333,0.13114754098360656
0334,0.13793103448275862
0335,1.1891891891891893
0336,1.45
0337,5.9787234042553195
0338,13.619047619047619
0339,17.176470588235293
0340,5.230769230769231
0341,13.2
0342,0.37037037037037035
0343,25.05
0344,7
0345,7.178571428571429
0346,7.0606060606060606
0347,4.076923076923077
0348,5.62
0349,9.2
0350,52.22222222222222
0351,5.0606060606060606
0352,3.9565217391304346
0353,2.090909090909091
0354,11.393939393939394
0355,3.090909090909091
0356,4.107142857142857
0357,6.85
0358,26.363636363636363

#  
# Start date: 20250228
# End date: 20260221
Nth day,DAU / MAU,DAU / WAU,WAU / MAU
0000,0.043478260869565216,0.19230769230769232,0.22608695652173913
0001,0.034782608695652174,0.14285714285714285,0.24347826086956523
0002,0.026785714285714284,0.10344827586206896,0.25892857142857145
0003,0.09166666666666666,0.2972972972972973,0.30833333333333335
0004,0.09923664122137404,0.2826086956521739,0.3511450381679389
0005,0.05223880597014925,0.14893617021276595,0.35074626865671643
0006,0.043795620437956206,0.1276595744680851,0.34306569343065696
0007,0.029411764705882353,0.0851063829787234,0.34558823529411764
0008,0.007575757575757576,0.022727272727272728,0.3333333333333333
0009,0.023255813953488372,0.06666666666666667,0.3488372093023256
0010,0.03816793893129771,0.1282051282051282,0.29770992366412213
0011,0.05343511450381679,0.21212121212121213,0.25190839694656486
0012,0.022727272727272728,0.10344827586206896,0.2196969696969697
0013,0.015503875968992248,0.08,0.1937984496124031
0014,0.015748031496062992,0.08695652173913043,0.18110236220472442
0015,0.015748031496062992,0.08333333333333333,0.1889763779527559
0016,0.061068702290076333,0.2857142857142857,0.21374045801526717
0017,0.072992700729927,0.30303030303030304,0.24087591240875914
0018,0.05,0.21212121212121213,0.2357142857142857
0019,0.014814814814814815,0.0625,0.23703703703703705
0020,0.014814814814814815,0.0625,0.23703703703703705
0021,0.007575757575757576,0.03225806451612903,0.23484848484848486
0022,0.023255813953488372,0.09090909090909091,0.2558139534883721
0023,0.023255813953488372,0.10714285714285714,0.21705426356589147
0024,0.022900763358778626,0.14285714285714285,0.16030534351145037
0025,0.03007518796992481,0.2222222222222222,0.13533834586466165
0026,0,0,0.12307692307692308
0027,0.030534351145038167,0.2222222222222222,0.13740458015267176
0028,0.03816793893129771,0.22727272727272727,0.16793893129770993
0029,0.031007751937984496,0.18181818181818182,0.17054263565891473
0030,0,0,0.152
0031,0,0,0.1322314049586777
0032,0.01652892561983471,0.14285714285714285,0.11570247933884298
0033,0.043859649122807015,0.2777777777777778,0.15789473684210525
0034,0.07339449541284404,0.34782608695652173,0.21100917431192662
0035,0.01904761904761905,0.09523809523809523,0.2
0036,0.038834951456310676,0.19047619047619047,0.20388349514563106
0037,0.019801980198019802,0.08695652173913043,0.22772277227722773
0038,0.0196078431372549,0.08,0.24509803921568626
0039,0,0,0.23232323232323232
0040,0.08737864077669903,0.3333333333333333,0.2621359223300971
0041,0.04,0.17391304347826086,0.23
0042,0.10185185185185185,0.34375,0.2962962962962963
0043,0.04504504504504504,0.15151515151515152,0.2972972972972973
0044,0.035398230088495575,0.11428571428571428,0.30973451327433627
0045,0.06666666666666667,0.1951219512195122,0.3416666666666667
0046,0.058823529411764705,0.14583333333333334,0.40336134453781514
0047,0.09917355371900827,0.23529411764705882,0.4214876033057851
0048,0.03389830508474576,0.0784313725490196,0.4322033898305085
0049,0.01694915254237288,0.047619047619047616,0.3559322033898305
0050,0.03333333333333333,0.0975609756097561,0.3416666666666667
0051,0.03278688524590164,0.0975609756097561,0.3360655737704918
0052,0.032520325203252036,0.10810810810810811,0.3008130081300813
0053,0.03225806451612903,0.11764705882352941,0.27419354838709675
0054,0.047244094488188976,0.21428571428571427,0.2204724409448819
0055,0.046511627906976744,0.2,0.23255813953488372
0056,0.03007518796992481,0.125,0.24060150375939848
0057,0.022556390977443608,0.0967741935483871,0.23308270676691728
0058,0.03007518796992481,0.12903225806451613,0.23308270676691728
0059,0.03731343283582089,0.15625,0.23880597014925373
0060,0.028985507246376812,0.125,0.2318840579710145
0061,0.04827586206896552,0.21212121212121213,0.22758620689655173
0062,0.013793103448275862,0.06896551724137931,0.2
0063,0.027777777777777776,0.13793103448275862,0.2013888888888889
0064,0.02158273381294964,0.10344827586206896,0.20863309352517986
0065,0.028368794326241134,0.13793103448275862,0.20567375886524822
0066,0.061224489795918366,0.2727272727272727,0.22448979591836735
0067,0.02027027027027027,0.09375,0.21621621621621623
0068,0.0457516339869281,0.21875,0.20915032679738563
0069,0.03164556962025317,0.14285714285714285,0.22151898734177214
0070,0.006711409395973154,0.03125,0.21476510067114093
0071,0.046357615894039736,0.19444444444444445,0.23841059602649006
0072,0.0410958904109589,0.15789473684210525,0.2602739726027397
0073,0.06,0.24324324324324326,0.24666666666666667
0074,0.033112582781456956,0.1282051282051282,0.2582781456953642
0075,0.04666666666666667,0.175,0.26666666666666666
0076,0.04054054054054054,0.15,0.2702702702702703
0077,0.06206896551724138,0.1875,0.3310344827586207
0078,0.020833333333333332,0.06818181818181818,0.3055555555555556
0079,0.034013605442176874,0.11627906976744186,0.2925170068027211
0080,0.013793103448275862,0.05555555555555555,0.2482758620689655
0081,0.007042253521126761,0.03125,0.22535211267605634
0082,0.04861111111111111,0.21212121212121213,0.22916666666666666
0083,0.02097902097902098,0.1,0.2097902097902098
0084,0.028368794326241134,0.16,0.1773049645390071
0085,0.02877697841726619,0.15384615384615385,0.18705035971223022
0086,0.02877697841726619,0.16,0.17985611510791366
0087,0.0072992700729927005,0.041666666666666664,0.17518248175182483
0088,0.007462686567164179,0.041666666666666664,0.1791044776119403
0089,0.022727272727272728,0.15,0.15151515151515152
0090,0.03759398496240601,0.22727272727272727,0.16541353383458646
0091,0.030534351145038167,0.18181818181818182,0.16793893129770993
0092,0.022727272727272728,0.14285714285714285,0.1590909090909091
0093,0,0,0.1328125
0094,0.038461538461538464,0.23809523809523808,0.16153846153846155
0095,0.03076923076923077,0.16666666666666666,0.18461538461538463
0096,0.016260162601626018,0.08695652173913043,0.18699186991869918
0097,0.0625,0.3076923076923077,0.203125
0098,0.031746031746031744,0.16,0.1984126984126984
0099,0.016260162601626018,0.08333333333333333,0.1951219512195122
0100,0.06201550387596899,0.25,0.24806201550387597
0101,0.03937007874015748,0.15625,0.25196850393700787
0102,0.024193548387096774,0.0967741935483871,0.25
0103,0.03361344537815126,0.12121212121212122,0.2773109243697479
0104,0.008695652173913044,0.037037037037037035,0.23478260869565218
0105,0.08403361344537816,0.30303030303030304,0.2773109243697479
0106,0.05084745762711865,0.16666666666666666,0.3050847457627119
0107,0.026785714285714284,0.09375,0.2857142857142857
0108,0.08403361344537816,0.2702702702702703,0.31092436974789917
0109,0.14925373134328357,0.37037037037037035,0.40298507462686567
0110,0.022222222222222223,0.05660377358490566,0.3925925925925926
0111,0.056338028169014086,0.13333333333333333,0.4225352112676056
0112,0.007352941176470588,0.0196078431372549,0.375
0113,0.007462686567164179,0.021739130434782608,0.34328358208955223
0114,0,0,0.33076923076923076
0115,0.05263157894736842,0.175,0.3007518796992481
0116,0.015151515151515152,0.09090909090909091,0.16666666666666666
0117,0.007575757575757576,0.05,0.15151515151515152
0118,0.06521739130434782,0.45,0.14492753623188406
0119,0.0425531914893617,0.24,0.1773049645390071
0120,0.0072992700729927005,0.04,0.18248175182481752
0121,0.036231884057971016,0.16666666666666666,0.21739130434782608
0122,0.1,0.38461538461538464,0.26
0123,0.09090909090909091,0.28846153846153844,0.3151515151515151
0124,0.012345679012345678,0.03773584905660377,0.3271604938271605
0125,0.03067484662576687,0.10204081632653061,0.3006134969325153
0126,0.052941176470588235,0.17307692307692307,0.3058823529411765
0127,0.041176470588235294,0.1206896551724138,0.3411764705882353
0128,0.13989637305699482,0.3375,0.41450777202072536
0129,0.015544041450777202,0.04477611940298507,0.3471502590673575
0130,0.0053475935828877,0.018518518518518517,0.2887700534759358
0131,0.016216216216216217,0.05454545454545454,0.2972972972972973
0132,0.010869565217391304,0.038461538461538464,0.2826086956521739
0133,0.01639344262295082,0.06521739130434782,0.25136612021857924
0134,0.031914893617021274,0.13333333333333333,0.2393617021276596
0135,0.03278688524590164,0.2608695652173913,0.12568306010928962
0136,0.011299435028248588,0.1,0.11299435028248588
0137,0.011363636363636364,0.09523809523809523,0.11931818181818182
0138,0.023391812865497075,0.18181818181818182,0.1286549707602339
0139,0.044585987261146494,0.25925925925925924,0.17197452229299362
0140,0.01282051282051282,0.07407407407407407,0.17307692307692307
0141,0.013333333333333334,0.08333333333333333,0.16
0142,0.013245033112582781,0.09523809523809523,0.1390728476821192
0143,0.013157894736842105,0.09523809523809523,0.13815789473684212
0144,0.02564102564102564,0.17391304347826086,0.14743589743589744
0145,0.019867549668874173,0.15,0.13245033112582782
0146,0.019736842105263157,0.1875,0.10526315789473684
0147,0.12790697674418605,0.6285714285714286,0.20348837209302326
0148,0.041176470588235294,0.17073170731707318,0.2411764705882353
0149,0.012048192771084338,0.04878048780487805,0.2469879518072289
0150,0.011976047904191617,0.04878048780487805,0.24550898203592814
0151,0.018292682926829267,0.075,0.24390243902439024
0152,0.032467532467532464,0.11627906976744186,0.2792207792207792
0153,0.0070921985815602835,0.024390243902439025,0.2907801418439716
0154,0.028169014084507043,0.17391304347826086,0.1619718309859155
0155,0.028368794326241134,0.2,0.14184397163120568
0156,0.043478260869565216,0.25,0.17391304347826086
0157,0.043795620437956206,0.21428571428571427,0.20437956204379562
0158,0.026785714285714284,0.10714285714285714,0.25
0159,0.05982905982905983,0.23333333333333334,0.2564102564102564
0160,0.04918032786885246,0.17142857142857143,0.28688524590163933
0161,0.2119205298013245,0.5079365079365079,0.41721854304635764
0162,0.026143790849673203,0.06349206349206349,0.4117647058823529
0163,0,0,0.3841059602649007
0164,0.013513513513513514,0.037037037037037035,0.36486486486486486
0165,0.7600671140939598,0.8988095238095238,0.8456375838926175
0166,0.13742690058479531,0.16013628620102216,0.8581871345029239
0167,0.0029239766081871343,0.003430531732418525,0.8523391812865497
0168,0.0014684287812041115,0.0018115942028985507,0.8105726872246696
0169,0.0014814814814814814,0.0018214936247723133,0.8133333333333334
0170,0.005908419497784343,0.007233273056057866,0.8168389955686853
0171,0.0014771048744460858,0.0018115942028985507,0.8153618906942393
0172,0,0,0.15259259259259259
0173,0.001483679525222552,0.1,0.01483679525222552
0174,0.004451038575667656,0.2727272727272727,0.016320474777448073
0175,0.002967359050445104,0.16666666666666666,0.017804154302670624
0176,0.004451038575667656,0.21428571428571427,0.020771513353115726
0177,0.006097560975609756,0.2857142857142857,0.021341463414634148
0178,0.004601226993865031,0.1875,0.024539877300613498
0179,0.007633587786259542,0.23809523809523808,0.03206106870229008
0180,0.0076103500761035,0.20833333333333334,0.0365296803652968
0181,0.001524390243902439,0.045454545454545456,0.03353658536585366
0182,0.0061068702290076335,0.16666666666666666,0.0366412213740458
0183,0.019490254872563718,0.38235294117647056,0.050974512743628186
0184,0.006006006006006006,0.11764705882352941,0.05105105105105105
0185,0.0030075187969924814,0.06060606060606061,0.04962406015037594
0186,0.006024096385542169,0.12121212121212122,0.04969879518072289
0187,0.006051437216338881,0.12903225806451613,0.046898638426626324
0188,0.0045385779122541605,0.09090909090909091,0.049924357034795766
0189,0.0015267175572519084,0.03333333333333333,0.04580152671755725
0190,0.004608294930875576,0.14285714285714285,0.03225806451612903
0191,0,0,0.027463651050080775
0192,0.012841091492776886,0.34782608695652173,0.03691813804173355
0193,0.004792332268370607,0.13636363636363635,0.03514376996805112
0194,0.014263074484944533,0.34615384615384615,0.04120443740095087
0195,0.010869565217391304,0.08,0.1358695652173913
0196,0.02197802197802198,0.07692307692307693,0.2857142857142857
0197,0.011111111111111112,0.041666666666666664,0.26666666666666666
0198,0.043010752688172046,0.14285714285714285,0.3010752688172043
0199,0.02127659574468085,0.09090909090909091,0.23404255319148937
0200,0.0625,0.24,0.2604166666666667
0201,0.020618556701030927,0.10526315789473684,0.1958762886597938
0202,0.058823529411764705,0.2727272727272727,0.21568627450980393
0203,0.00980392156862745,0.047619047619047616,0.20588235294117646
0204,0.029411764705882353,0.13043478260869565,0.22549019607843138
0205,0.038461538461538464,0.17391304347826086,0.22115384615384615
0206,0.00980392156862745,0.045454545454545456,0.21568627450980393
0207,0.01,0.058823529411764705,0.17
0208,0.0673076923076923,0.30434782608695654,0.22115384615384615
0209,0.047619047619047616,0.22727272727272727,0.20952380952380953
0210,0.009900990099009901,0.045454545454545456,0.21782178217821782
0211,0.047619047619047616,0.20833333333333334,0.22857142857142856
0212,0.028846153846153848,0.13043478260869565,0.22115384615384615
0213,0.06060606060606061,0.21428571428571427,0.2828282828282828
0214,0.04040404040404041,0.12903225806451613,0.31313131313131315
0215,0.09345794392523364,0.29411764705882354,0.3177570093457944
0216,0,0,0.2815533980582524
0217,0.047619047619047616,0.15151515151515152,0.3142857142857143
0218,0.06422018348623854,0.2,0.3211009174311927
0219,0.043859649122807015,0.13513513513513514,0.32456140350877194
0220,0.034782608695652174,0.11428571428571428,0.30434782608695654
0221,0.025423728813559324,0.08823529411764706,0.288135593220339
0222,0.06779661016949153,0.25,0.2711864406779661
0223,0.05737704918032787,0.1794871794871795,0.319672131147541
0224,0.05785123966942149,0.17073170731707318,0.33884297520661155
0225,0.048,0.15,0.32
0226,0.06870229007633588,0.20930232558139536,0.3282442748091603
0227,0.04411764705882353,0.13333333333333333,0.33088235294117646
0228,0.05714285714285714,0.16,0.35714285714285715
0229,0.02127659574468085,0.06666666666666667,0.3191489361702128
0230,0.028985507246376812,0.0975609756097561,0.2971014492753623
0231,0.14375,0.40350877192982454,0.35625
0232,0.04938271604938271,0.13333333333333333,0.37037037037037035
0233,0.03592814371257485,0.10526315789473684,0.3413173652694611
0234,0.06285714285714286,0.1774193548387097,0.35428571428571426
0235,0.05,0.14285714285714285,0.35
0236,0.05291005291005291,0.14084507042253522,0.37566137566137564
0237,0.12149532710280374,0.27956989247311825,0.43457943925233644
0238,0.1375,0.32038834951456313,0.42916666666666664
0239,0.04081632653061224,0.09523809523809523,0.42857142857142855
0240,0.016129032258064516,0.038834951456310676,0.4153225806451613
0241,0.039525691699604744,0.09803921568627451,0.4031620553359684
0242,0.03474903474903475,0.08823529411764706,0.3938223938223938
0243,0.06642066420664207,0.16363636363636364,0.4059040590405904
0244,0.036101083032490974,0.10638297872340426,0.33935018050541516
0245,0.039568345323741004,0.1527777777777778,0.2589928057553957
0246,0.07023411371237458,0.25301204819277107,0.27759197324414714
0247,0.1094224924012158,0.3157894736842105,0.3465045592705167
0248,0.027190332326283987,0.07964601769911504,0.3413897280966767
0249,0.08683473389355742,0.22962962962962963,0.37815126050420167
0250,0.05614973262032086,0.15217391304347827,0.3689839572192513
0251,0.0654911838790932,0.16883116883116883,0.3879093198992443
0252,0.05825242718446602,0.14457831325301204,0.4029126213592233
0253,0.01937046004842615,0.05194805194805195,0.3728813559322034
0254,0.01694915254237288,0.056,0.3026634382566586
0255,0.023923444976076555,0.07936507936507936,0.3014354066985646
0256,0.014457831325301205,0.0594059405940594,0.2433734939759036
0257,0.030805687203791468,0.13978494623655913,0.22037914691943128
0258,0.037209302325581395,0.19047619047619047,0.19534883720930232
0259,0.038202247191011236,0.22077922077922077,0.17303370786516853
0260,0.0392156862745098,0.20689655172413793,0.1895424836601307
0261,0.02242152466367713,0.1111111111111111,0.20179372197309417
0262,0.03736263736263736,0.17525773195876287,0.21318681318681318
0263,0.030303030303030304,0.13333333333333333,0.22727272727272727
0264,0.015283842794759825,0.0707070707070707,0.21615720524017468
0265,0.015350877192982455,0.07777777777777778,0.19736842105263158
0266,0.0367170626349892,0.18888888888888888,0.19438444924406048
0267,0.03532008830022075,0.18181818181818182,0.19426048565121412
0268,0.056179775280898875,0.24271844660194175,0.23146067415730337
0269,0.01805869074492099,0.0851063829787234,0.21218961625282168
0270,0.026607538802660754,0.13043478260869565,0.2039911308203991
0271,0.026490066225165563,0.12371134020618557,0.2141280353200883
0272,0.034782608695652174,0.1509433962264151,0.23043478260869565
0273,0.059574468085106386,0.23931623931623933,0.24893617021276596
0274,0.03361344537815126,0.13675213675213677,0.24579831932773108
0275,0.021052631578947368,0.09803921568627451,0.21473684210526317
0276,0.029850746268656716,0.12962962962962962,0.2302771855010661
0277,0.035634743875278395,0.14285714285714285,0.24944320712694878
0278,0.03296703296703297,0.13043478260869565,0.25274725274725274
0279,0.027586206896551724,0.10909090909090909,0.25287356321839083
0280,0.03944315545243619,0.1717171717171717,0.2296983758700696
0281,0.02403846153846154,0.10752688172043011,0.22355769230769232
0282,0.03209876543209877,0.13541666666666666,0.23703703703703705
0283,0.03631961259079903,0.15463917525773196,0.23486682808716708
0284,0.04245283018867924,0.18,0.2358490566037736
0285,0.041666666666666664,0.17475728155339806,0.23842592592592593
0286,0.029612756264236904,0.125,0.23690205011389523
0287,0.04484304932735426,0.18691588785046728,0.2399103139013453
0288,0.04656319290465632,0.17796610169491525,0.2616407982261641
0289,0.05032822757111598,0.1796875,0.2800875273522976
0290,0.03090507726269316,0.11023622047244094,0.2803532008830022
0291,0.02850877192982456,0.10655737704918032,0.2675438596491228
0292,0.03090507726269316,0.11864406779661017,0.26048565121412803
0293,0.03938730853391685,0.14634146341463414,0.26914660831509846
0294,0.03640256959314775,0.14166666666666666,0.2569593147751606
0295,0.03966597077244259,0.16101694915254236,0.24634655532359082
0296,0.029411764705882353,0.12844036697247707,0.22899159663865545
0297,0.02335456475583864,0.10377358490566038,0.22505307855626328
0298,0.044967880085653104,0.18421052631578946,0.24411134903640258
0299,0.023404255319148935,0.0990990990990991,0.23617021276595745
0300,0.027600849256900213,0.12264150943396226,0.22505307855626328
0301,0.03368421052631579,0.1523809523809524,0.22105263157894736
0302,0.04375,0.19626168224299065,0.22291666666666668
0303,0.04439746300211417,0.18421052631578946,0.24101479915433405
0304,0.035864978902953586,0.14166666666666666,0.25316455696202533
0305,0.027253668763102725,0.11607142857142858,0.2348008385744235
0306,0.03941908713692946,0.15833333333333333,0.24896265560165975
0307,0.033126293995859216,0.13008130081300814,0.2546583850931677
0308,0.04294478527607362,0.1640625,0.261758691206544
0309,0.032454361054766734,0.13008130081300814,0.24949290060851928
0310,0.03054989816700611,0.1282051282051282,0.23828920570264767
0311,0.03413654618473896,0.1452991452991453,0.23493975903614459
0312,0.031936127744510975,0.13333333333333333,0.23952095808383234
0313,0.03571428571428571,0.15126050420168066,0.2361111111111111
0314,0.037698412698412696,0.15702479338842976,0.2400793650793651
0315,0.026052104208416832,0.11504424778761062,0.22645290581162325
0316,0.033797216699801194,0.14912280701754385,0.22664015904572565
0317,0.012269938650306749,0.05714285714285714,0.2147239263803681
0318,0.02702702702702703,0.12871287128712872,0.20997920997921
0319,0.0440251572327044,0.2,0.22012578616352202
0320,0.037422037422037424,0.17142857142857143,0.2182952182952183
0321,0.029106029106029108,0.14,0.2079002079002079
0322,0.02301255230125523,0.1111111111111111,0.20711297071129708
0323,0.03966597077244259,0.18811881188118812,0.21085594989561587
0324,0.03549060542797495,0.15178571428571427,0.23382045929018788
0325,0.031578947368421054,0.13157894736842105,0.24
0326,0.033542976939203356,0.14678899082568808,0.22851153039832284
0327,0.029166666666666667,0.1320754716981132,0.22083333333333333
0328,0.04771784232365145,0.2,0.23858921161825727
0329,0.06732673267326733,0.2463768115942029,0.2732673267326733
0330,0.05747126436781609,0.20134228187919462,0.28544061302681994
0331,0.03984819734345351,0.13725490196078433,0.2903225806451613
0332,0.10301953818827708,0.29743589743589743,0.3463587921847247
0333,0.1011608623548922,0.25416666666666665,0.39800995024875624
0334,0.04715447154471545,0.11372549019607843,0.4146341463414634
0335,0.057902973395931145,0.137546468401487,0.4209702660406886
0336,0.0297339593114241,0.07480314960629922,0.3974960876369327
0337,0.06606606606606606,0.1647940074906367,0.4009009009009009
0338,0.030211480362537766,0.07575757575757576,0.3987915407854985
0339,0.040238450074515646,0.11637931034482758,0.34575260804769004
0340,0.015015015015015015,0.055248618784530384,0.27177177177177175
0341,0.02564102564102564,0.10179640718562874,0.25188536953242835
0342,0.04,0.17197452229299362,0.2325925925925926
0343,0.04644412191582003,0.18823529411764706,0.2467343976777939
0344,0.02753623188405797,0.12837837837837837,0.2144927536231884
0345,0.03829787234042553,0.17197452229299362,0.2226950354609929
0346,0.04329608938547486,0.19375,0.22346368715083798
0347,0.0520694259012016,0.20526315789473684,0.253671562082777
0348,0.0625,0.22171945701357465,0.28188775510204084
0349,0.03176620076238882,0.11467889908256881,0.2770012706480305
0350,0.010282776349614395,0.04081632653061224,0.2519280205655527
0351,0.04140526976160602,0.15789473684210525,0.26223337515683814
0352,0.027261462205700124,0.10784313725490197,0.2527881040892193
0353,0.012531328320802004,0.0546448087431694,0.22932330827067668
0354,0.03936039360393604,0.1807909604519774,0.2177121771217712
0355,0.026862026862026864,0.1456953642384106,0.18437118437118438
0356,0.032569360675512665,0.17647058823529413,0.18455971049457176
0357,0.022781774580335732,0.11585365853658537,0.19664268585131894
0358,0.036904761904761905,0.19375,0.19047619047619047
